bg_dog_id,dog name,sex,call name,dna reg ,registrations,whelp date,deceased,sire,sire_id,dam,dam_id,litter id,litter id_id,stud book,frozen semen,data_source,last updated,registered_name,image_urls,image_paths,primary_image,microchip,coat_color,eye_color,bite,height,weight,tail,rescue type
213691,L'EROE DEI NOSTRI TEMPI DEL SACRO FIUME,Male,L'EROE,66544,"LO18184909 (ENCI), ROI 18/184909 (ENCI)","Aug 27, 2018",,OVERTURE DEL MOLINASCO,188573.0,HARLEY QUEEN DEL SACRO FIUME,140439.0,63317.0,63317.0,,Yes,Breeder/Owner,11/4/2025 12:57:00 AM,L'EROE DEI NOSTRI TEMPI DEL SACRO FIUME,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,380260 ...,Normal,Brown,Scissor,68 cm,58 kg,Normal,
213784,THUNDER TARO BOHEMIJOS ŽIBUTE,Male,BALU,,PKR.II-154408 (ZKWP),"Jan 5, 2022",,DEL-ALFOLDI BERNI TARO,203998.0,PRINCESS PANDA BOHEMIJOS ŽIBUTĖ,192793.0,60204.0,60204.0,,,BG Litter Submission,6/19/2023 2:37:00 PM,THUNDER TARO BOHEMIJOS ŽIBUTE,https://bernergarde.org/DB/photos/Dog/BG213784_Balu-2.jpg|https://bernergarde.org/DB/photos/Dog/BG213784_Balu-2.jpg|https://bernergarde.org/DB/photos/Dog/BG213784-1.jpg|https://bernergarde.org/DB/photos/Dog/BG213784-2.jpg|https://bernergarde.org/DB/photos/Dog/BG213784_Balu-1.jpg,output/images/dog_213784_0.jpg|output/images/dog_213784_1.jpg|output/images/dog_213784_2.jpg|output/images/dog_213784_3.jpg|output/images/dog_213784_4.jpg,output/images/dog_213784_0.jpg,953010 ...,Normal,Dark Brown,Scissor,,,Normal,
213786,TRIUMPH TARO BOHEMIJOS ŽIBUTĖ,Female,,,LSVK BS 2852/22 (LKD),"Jan 5, 2022",,DEL-ALFOLDI BERNI TARO,203998.0,PRINCESS PANDA BOHEMIJOS ŽIBUTĖ,192793.0,60204.0,60204.0,,,LIthuanian Kennel Club LKD,11/19/2023 5:25:00 PM,TRIUMPH TARO BOHEMIJOS ŽIBUTĖ,https://bernergarde.org/DB/photos/Dog/BG213786-1.jpg|https://bernergarde.org/DB/photos/Dog/BG213786-1.jpg|https://bernergarde.org/DB/photos/Dog/BG213786-2.jpg|https://bernergarde.org/DB/photos/Dog/BG213786-3.jpg|https://bernergarde.org/DB/photos/Dog/BG213786-4.jpg,output/images/dog_213786_0.jpg|output/images/dog_213786_1.jpg|output/images/dog_213786_2.jpg|output/images/dog_213786_3.jpg|output/images/dog_213786_4.jpg,output/images/dog_213786_0.jpg,953010 ...,Normal,Brown,Scissor,64 cm,,Normal,
213868,SEAWIND FARM'S SIZZLING PROMISE IS EGGCELLENT,Male,BENIDICT,V10169118 (AKC),WS79910401 (AKC),"Feb 7, 2023",,JURA'S TRIPLE CROWN IN THE MONEY,123936.0,SEAWIND FARM'S PROMISE TO PATCHWORK,159906.0,63361.0,63361.0,,,BG Litter Submission,1/7/2025 4:27:00 PM,SEAWIND FARM'S SIZZLING PROMISE IS EGGCELLENT,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,985141 ...,Normal,Dark Brown,Scissor,,,Normal,
214048,SHEPHERDSPATCH SPRING BEAUTY,Female,PRIMROSE,,WS80147005 (AKC),"Mar 17, 2023",,BASTIÄNN VOM DURRBACHLER WALD,188354.0,OCTOBER'S PETER PAULI AND MARY,194940.0,62898.0,62898.0,,,BG Dog Submission,5/21/2025 2:18:00 AM,SHEPHERDSPATCH SPRING BEAUTY,https://bernergarde.org/DB/photos/Dog/BG214048_Primrose-2.jpg|https://bernergarde.org/DB/photos/Dog/BG214048_Primrose-2.jpg|https://bernergarde.org/DB/photos/Dog/BG214048_Primrose-1.jpg,output/images/dog_214048_0.jpg|output/images/dog_214048_1.jpg|output/images/dog_214048_2.jpg,output/images/dog_214048_0.jpg,956000 ...,,Dark Brown,Scissor,,,Normal,
214054,NUNNUHSAE'S MAGNUS LAWRENCE,Male,MAGNUS,,WS80425701 (AKC),"Apr 22, 2023",,TATTOO TOP DOG O'NEILL,214055.0,FOREVER HOME FARM'S WAR EAGLE GIRL,214056.0,63404.0,63404.0,,No,BG Dog Submission,3/16/2024 3:11:00 PM,NUNNUHSAE'S MAGNUS LAWRENCE,https://bernergarde.org/DB/photos/Dog/BG214054-2.jpg|https://bernergarde.org/DB/photos/Dog/BG214054-2.jpg|https://bernergarde.org/DB/photos/Dog/BG214054-1.jpg,output/images/dog_214054_0.jpg|output/images/dog_214054_1.jpg|output/images/dog_214054_2.jpg,output/images/dog_214054_0.jpg,,,,,,,,
214074,FLINTSIDES DANCING LILLY,Female,,,WS70686410 (AKC),"Dec 2, 2020",,CAPTAIN SMOKE,190518.0,MISS JULLIET,190517.0,56838.0,56838.0,,,AKC Website,6/24/2023 7:43:00 PM,FLINTSIDES DANCING LILLY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
214123,MADAM GRACE,Female,GRACIE,,WS71911207 (AKC),"Feb 2, 2021",,DOMINIC II,115969.0,MADAM FAITH,190622.0,62303.0,62303.0,,,BG Dog Submission,6/27/2023 2:33:00 PM,MADAM GRACE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,956000 ...,Normal,Brown,Scissor,,80 lbs,Normal,
214126,O-SIR GEMINI PERLA NIEPORETU,Male,GEMINI,V10105970 (AKC),"WS74572802 (AKC), PKR-II-145185 (ZKWP)","Jun 4, 2021",,YUSTUS ALEXBERNS,210401.0,ELZA Z CICHEJ GORKI,214124.0,63428.0,63428.0,,No,BG Dog Submission,6/27/2023 1:28:00 PM,O-SIR GEMINI PERLA NIEPORETU,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,616093 ...,Normal,Brown,Scissor,,100 lbs,Normal,
214176,ALPINE LEGACY'S BRIDGETT SKY,Female,BRIDGETT,,WS73164001 (AKC),"Jun 27, 2021",,ALPINE LEGACYS BIG MACK,142661.0,FLUFFY TAIL'S LEXY,214175.0,63438.0,63438.0,,,BG Dog Submission,6/27/2023 11:25:00 PM,ALPINE LEGACY'S BRIDGETT SKY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,956000 ...,Normal,,,,,,
214180,AIANA VOM KULMLAND,Female,,,ÖHZB BS 5960 (ÖKV),"Jan 31, 2021",,ROMEO VON DEN BRUNNBAREN,214187.0,AURORA ESPECIALLY FOR YOU,214183.0,63445.0,63445.0,,,Breeder/Owner,4/2/2024 5:21:00 PM,AIANA VOM KULMLAND,https://bernergarde.org/DB/photos/Dog/BG214180-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG214180-1.jpeg,output/images/dog_214180_0.jpg|output/images/dog_214180_1.jpg,output/images/dog_214180_0.jpg,040 09 ...,,,,,,,
214218,BEVERLY FROM SMALL GARDEN,Female,,,NHSB 3248522 (NHSB),"May 18, 2019",,JUMPER TASMANSKA ELITTE,188524.0,FAIRY QUEEN DE MARAIS CHAMPAGNE,209301.0,63450.0,63450.0,,,Dutch Dog Data,6/28/2023 8:36:00 AM,BEVERLY FROM SMALL GARDEN,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
214287,VERSACE DIAMOND TAI BRIZO,Female,,,"LSVK BS 2671/20 (LKD), UR41264301 (AKC)","Oct 7, 2020",,FOREVER UNIQUE ROJAUS BERNAS,153055.0,BLUEBERRY HILL TAI BRIZO,214286.0,63461.0,63461.0,,,BG Dog Submission,6/28/2023 1:45:00 PM,VERSACE DIAMOND TAI BRIZO,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,953010 ...,,,,,,,
214586,DEVAEL BE WATER MY FRIEND,Male,,,LOE 2370789 (RSCE),,,DEVAEL CHEEKY QUESTION,135848.0,DEVAEL HOT CHILLY MILLY,135849.0,63552.0,63552.0,,,Pedigree (Official),7/5/2023 1:50:00 PM,DEVAEL BE WATER MY FRIEND,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
214587,DEVAEL SWEAT DEAL,Female,,,LOE 2352338 (RSCE),,,DEVAEL KINETIC ENERGY,139714.0,DEVAEL TOO COOL FOR SCHOOL,115987.0,63553.0,63553.0,,,Pedigree (Official),7/5/2023 1:56:00 PM,DEVAEL SWEAT DEAL,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
214588,DEVAEL ITZ KILLEFITZ,Male,LUIGI,,LOE2615325 (RSCE),"Dec 11, 2021",,DEVAEL BE WATER MY FRIEND,214586.0,DEVAEL SWEAT DEAL,214587.0,63554.0,63554.0,,,Pedigree (Official),11/10/2025 6:00:00 AM,DEVAEL ITZ KILLEFITZ,https://bernergarde.org/DB/photos/Dog/BG214588_Luigi-1.jpg|https://bernergarde.org/DB/photos/Dog/BG214588_Luigi-1.jpg|https://bernergarde.org/DB/photos/Dog/BG214588-2.jpg|https://bernergarde.org/DB/photos/Dog/BG214588-3.jpg|https://bernergarde.org/DB/photos/Dog/BG214588_Luigi-2.jpg,output/images/dog_214588_0.jpg|output/images/dog_214588_1.jpg|output/images/dog_214588_2.jpg|output/images/dog_214588_3.jpg|output/images/dog_214588_4.jpg,output/images/dog_214588_0.jpg,941000 ...,,,,,,,
214605,LINKOLN CEFNFEDW,Male,,,"JR4229BPP (KSS), KC (KC)","Jul 10, 2022",,JAMINA-SZEPE CASTOR,177464.0,TESSA,214604.0,63562.0,63562.0,,,GB KC Breed Record Supplement,12/20/2023 4:20:00 PM,LINKOLN CEFNFEDW,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
214621,AMEDEA EUGENE ELTON,Male,,,"IKCB27345 (IKC), KC (KC)","Apr 23, 2021",,BERNEWA'S EUGENE BOUDIN,165454.0,MISS NINA LEON'S CASTLE,214620.0,63571.0,63571.0,,,MyKC,9/11/2023 2:58:00 PM,AMEDEA EUGENE ELTON,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
214846,STEINHAUS RILEY,Female,,,WS69043005 (AKC),"Jun 25, 2020",,HARLAN'S BIG ROMEO,186788.0,SWEET LITTLE DEBBIE,186787.0,55763.0,55763.0,,,AKC Website,7/12/2023 11:39:00 PM,STEINHAUS RILEY,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
214898,URIAN FOWLER'S LAND,Male,URI,V911433 (AKC),WS65812002 (AKC),"Oct 4, 2018",,MR PRESIDENT NEKIELSKIE MOCZARY,159230.0,ALGRAND BERNI ROXANA FOWLERSLAND,193899.0,57725.0,57725.0,,,AKC Website,1/16/2024 3:13:00 PM,URIAN FOWLER'S LAND,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,115,,
214917,TULIPANOS BERNI ENCORE ESTELLA,Female,,,MET.BSH.1074/20 (MEOE),"Mar 15, 2020",,VINNI VITALE AV HISELFOSS,156245.0,TULIPANOS BERNI QUEEN OF SHEBA,156244.0,58671.0,58671.0,,,Pedigree (Official),7/14/2023 4:14:00 AM,TULIPANOS BERNI ENCORE ESTELLA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,Normal,,,,,,
214918,TULIPANOS BERNI KING KA,Male,,2406-W-28699 (LABOK),"LSVK BS 2992/23 (LKD), MET.BSH.1618/23 (MEOE)","Dec 2, 2022",,TULIPANOS BERNI A'PROPOS,206736.0,TULIPANOS BERNI ENCORE ESTELLA,214917.0,63657.0,63657.0,,,Pedigree (Official),7/14/2023 4:19:00 AM,TULIPANOS BERNI KING KA,https://bernergarde.org/DB/photos/Dog/BG214918-1.jpg|https://bernergarde.org/DB/photos/Dog/BG214918-1.jpg|https://bernergarde.org/DB/photos/Dog/BG214918-2.jpg|https://bernergarde.org/DB/photos/Dog/BG214918-4.jpg|https://bernergarde.org/DB/photos/Dog/BG214918-7.jpg,output/images/dog_214918_0.jpg|output/images/dog_214918_1.jpg|output/images/dog_214918_2.jpg|output/images/dog_214918_3.jpg|output/images/dog_214918_4.jpg,output/images/dog_214918_0.jpg,992003 ...,Normal,,Scissor,,,,
214954,STICK HOUSE GEORGIE,Female,GEORGIE,,WS77938601 (AKC),"Aug 18, 2022",,STICK HOUSE FUNNY'S CASH LIKE JOHNNY,156158.0,BELLEVUE ACRES ASHA,187627.0,63665.0,63665.0,,,,7/17/2023 3:19:00 PM,STICK HOUSE GEORGIE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,956000 ...,,,,,,,
214971,SOMMERFELD'S WELCOME BACK OTTER,Male,OTTER,V10151661 (AKC),WS80182201 (AKC),"Feb 26, 2023",,BLACKROCK AMERICAN RIDE TO BRIGHTWATER,188296.0,SOMMERFELD'S SIMPLY SENSATIONAL,178294.0,63668.0,63668.0,,,BG Litter Submission,7/18/2023 1:20:00 PM,SOMMERFELD'S WELCOME BACK OTTER,https://bernergarde.org/DB/photos/Dog/BG214971-3.jpg|https://bernergarde.org/DB/photos/Dog/BG214971-3.jpg|https://bernergarde.org/DB/photos/Dog/BG214971-1.jpg|https://bernergarde.org/DB/photos/Dog/BG214971-2.jpg,output/images/dog_214971_0.jpg|output/images/dog_214971_1.jpg|output/images/dog_214971_2.jpg|output/images/dog_214971_3.jpg,output/images/dog_214971_0.jpg,985141 ...,Normal,Dark Brown,Scissor,,,Normal,
214972,SOMMERFELD'S WINDJAMMER,Male,DANTE,V10148245 (AKC),WS80182202 (AKC),"Feb 26, 2023",,BLACKROCK AMERICAN RIDE TO BRIGHTWATER,188296.0,SOMMERFELD'S SIMPLY SENSATIONAL,178294.0,63668.0,63668.0,,,BG Litter Submission,4/5/2025 7:50:00 PM,SOMMERFELD'S WINDJAMMER,https://bernergarde.org/DB/photos/Dog/BG214972-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG214972-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG214972-4.jpeg|https://bernergarde.org/DB/photos/Dog/BG214972-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG214972-1.jpeg,output/images/dog_214972_0.jpg|output/images/dog_214972_1.jpg|output/images/dog_214972_2.jpg|output/images/dog_214972_3.jpg|output/images/dog_214972_4.jpg,output/images/dog_214972_0.jpg,956000 ...,Normal,Dark Brown,Scissor,,,Normal,
215006,BANHOF'S FORTRESS AROUND YOUR HEART,Male,CHESTER,,WS79379101 (AKC),"Dec 28, 2022",,MALICLOY HEAR ME ROAR V BJORNS,149598.0,BIGROCK'S BACK TO THE FUTURE,148623.0,63680.0,63680.0,,,BG Litter Submission,7/19/2023 9:02:00 AM,BANHOF'S FORTRESS AROUND YOUR HEART,https://bernergarde.org/DB/photos/Dog/BG215006-1.jpg|https://bernergarde.org/DB/photos/Dog/BG215006-1.jpg,output/images/dog_215006_0.jpg|output/images/dog_215006_1.jpg,output/images/dog_215006_0.jpg,,Normal,Dark Brown,Scissor,,,,
215289,SWISS DESTINY'S LIL MORE THAN I BARGAINED FOR,Female,VIVIENNE,,WS76229902 (AKC),"Mar 30, 2022",,DEWITS KNOX VON KOKELTALER HAIN,183079.0,SWISS DESTINY'S CATCH ME IF YOU CAN,156118.0,63800.0,63800.0,,,BG Dog Submission,7/31/2023 12:43:00 PM,SWISS DESTINY'S LIL MORE THAN I BARGAINED FOR,https://bernergarde.org/DB/photos/Dog/BG215289-1.jpg|https://bernergarde.org/DB/photos/Dog/BG215289-1.jpg|https://bernergarde.org/DB/photos/Dog/BG215289-2.jpg|https://bernergarde.org/DB/photos/Dog/BG215289-3.jpg|https://bernergarde.org/DB/photos/Dog/BG215289-4.jpg,output/images/dog_215289_0.jpg|output/images/dog_215289_1.jpg|output/images/dog_215289_2.jpg|output/images/dog_215289_3.jpg|output/images/dog_215289_4.jpg,output/images/dog_215289_0.jpg,,,,,,,,
215293,GIENAH QI'RA DE BLAZING STARS,Female,QI'RA,,LE4257782 (CKC),"Mar 20, 2023",,EQUULEI MICKY DE BLAZING STARS,189225.0,FREIA MAISIE DE BLAZING STARS,190980.0,63803.0,63803.0,,,Breeder/Owner,8/20/2025 9:03:00 PM,GIENAH QI'RA DE BLAZING STARS,https://bernergarde.org/DB/photos/Dog/BG215293-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG215293-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG215293-2.jpg|https://bernergarde.org/DB/photos/Dog/BG215293-1.jpg,output/images/dog_215293_0.jpg|output/images/dog_215293_1.jpg|output/images/dog_215293_2.jpg|output/images/dog_215293_3.jpg,output/images/dog_215293_0.jpg,952000 ...,Normal,Brown,Scissor,,,Normal,
215388,WALDMEISTER VAN DE KLAVERHOEVE,Male,VILLÈ,"394531 (Pro), V10107405 (AKC)","LOSH 01371985 (URCSH), AK-LJ4348817 (CKC), WS81435801 (AKC)","May 12, 2023",,AMAZING ATOMIC U ZRODEL WISLY,212807.0,TENNESSEE VAN DE KLAVERHOEVE,213438.0,63817.0,63817.0,,,Owner,4/26/2025 2:16:00 AM,WALDMEISTER VAN DE KLAVERHOEVE,https://bernergarde.org/DB/photos/Dog/BG215388-5.jpg|https://bernergarde.org/DB/photos/Dog/BG215388-5.jpg|https://bernergarde.org/DB/photos/Dog/BG215388-4.jpg|https://bernergarde.org/DB/photos/Dog/BG215388-1.jpg|https://bernergarde.org/DB/photos/Dog/BG215388-2.jpg,output/images/dog_215388_0.jpg|output/images/dog_215388_1.jpg|output/images/dog_215388_2.jpg|output/images/dog_215388_3.jpg|output/images/dog_215388_4.jpg,output/images/dog_215388_0.jpg,967000 ...,Normal,Dark Brown,Scissor,,,Normal,
215484,GUUSJE,Female,,,NHSB 3280680 (NHSB),"Apr 30, 2022",,JAKE CAPTAIN V.H. OPPERSTOK,157994.0,SARA,164475.0,63851.0,63851.0,,,Breeder/Owner,10/22/2025 1:02:00 PM,GUUSJE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,528 14 ...,,,,,,,
215611,RUBICON ADESA GREAT WOLF AT BLACKWATER,Male,FENRIR,V10057822 (AKC),WS81933403 (AKC),"Jul 20, 2023",,ADESA'S BEST IN SNOW,99921.0,BLUMOON'S LEAPING THE RUBICON,178065.0,63869.0,63869.0,,,Breeder/Owner,7/25/2025 4:54:00 PM,RUBICON ADESA GREAT WOLF AT BLACKWATER,https://bernergarde.org/DB/photos/Dog/BG215611-6.jpeg|https://bernergarde.org/DB/photos/Dog/BG215611-6.jpeg|https://bernergarde.org/DB/photos/Dog/BG215611-4.jpg|https://bernergarde.org/DB/photos/Dog/BG215611-3.jpg|https://bernergarde.org/DB/photos/Dog/BG215611-5.jpeg,output/images/dog_215611_0.jpg|output/images/dog_215611_1.jpg|output/images/dog_215611_2.jpg|output/images/dog_215611_3.jpg|output/images/dog_215611_4.jpg,output/images/dog_215611_0.jpg,981020 ...,Normal,Dark Brown,,,,,
216056,SARLOTE KALNU SUO,Female,,2506-W-164029 (LABOK),LSVK BS 3014/23 (LKD),"Jun 2, 2023",,LIONHEART WARRIOR FROM ARES OKTAVA,136232.0,LINA RIOMADEA GRANDE,213439.0,63974.0,63974.0,,,BG Dog Submission,8/28/2023 8:54:00 AM,SARLOTE KALNU SUO,https://bernergarde.org/DB/photos/Dog/BG216056-1.jpg|https://bernergarde.org/DB/photos/Dog/BG216056-1.jpg|https://bernergarde.org/DB/photos/Dog/BG216056-2.JPG,output/images/dog_216056_0.jpg|output/images/dog_216056_1.jpg|output/images/dog_216056_2.jpg,output/images/dog_216056_0.jpg,953010 ...,Normal,Dark Brown,Scissor,,,Normal,
216061,AVALON DI GRAND BOUVIER,Male,,,RG/SPX/19/06691 (CBKC),"Nov 20, 2019",,HUNTER DE LLOBO ASTUR,212339.0,BARBARELLA VON ALPENLIEBE,216081.0,63982.0,63982.0,,,Pedigree (Official),8/28/2023 12:26:00 PM,AVALON DI GRAND BOUVIER,https://bernergarde.org/DB/photos/Dog/BG216061-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG216061-1.jpeg,output/images/dog_216061_0.jpg|output/images/dog_216061_1.jpg,output/images/dog_216061_0.jpg,900118 ...,,,,,,,
216062,GUINEVERE VON ALPENLIEBE,Female,GUINNY,,RG/PRG/18/01289 (CBKC),"Apr 20, 2018",,BAXTER MY HENRI DRAUGAS,148403.0,QEIKO ROYS LAND EUROPE ZOE,216060.0,63977.0,63977.0,,,Breeder/Owner,3/1/2024 5:33:00 AM,GUINEVERE VON ALPENLIEBE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,900164 ...,Normal,Dark Brown,Scissor,,,Normal,
216287,PROUD POLLY V.'T ELISAHOF,Female,,,NHSB  3311464 (NHSB),"Jun 6, 2023",,EDUSE EDUARD V.'T ELISAHOF,190706.0,AWESOME AYLA V.'T ELISAHOF,174997.0,64014.0,64014.0,,,Dutch Dog Data,9/5/2023 5:46:00 AM,PROUD POLLY V.'T ELISAHOF,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
216478,BABUKAPAWS BORA,Female,,,KC (KC),"Jul 9, 2022",,ROMEO OREO DU ROYAUME DE GOLDIE,209779.0,LABANC-VOLGYI BELLA,111423.0,64061.0,64061.0,,,GB KC Breed Record Supplement,9/10/2023 12:07:00 PM,BABUKAPAWS BORA,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
216734,MILESTONE'S HAZEL,Female,BLUEBERRY,,WS65157304 (AKC),"Jun 21, 2019",,MILAN BERNER'S DYOURBAHLER KLAB MAXIMUS MASTER OF DRAGONS,157121.0,MILESTONE HAVEN COOKIE,139621.0,64111.0,64111.0,,,Club Rescue,1/30/2024 5:29:00 PM,MILESTONE'S HAZEL,https://bernergarde.org/DB/photos/Dog/BG216734-1.jpg|https://bernergarde.org/DB/photos/Dog/BG216734-1.jpg,output/images/dog_216734_0.jpg|output/images/dog_216734_1.jpg,output/images/dog_216734_0.jpg,,,Blue - Bilateral,,,,,Rescue
216757,HIGH OAKS STILL WATER RUN DEEP TO ROESILBERN,Female,,,"ENCIROI23/44115 (ENCI), KC (KC)","Jan 3, 2023",,TO TAJFUN Z  DEIKOWEJ DOLINY,176598.0,HIGH OAKS ROSY ABATE,213070.0,63122.0,63122.0,,,GB KC Breed Record Supplement,9/12/2023 6:11:00 AM,HIGH OAKS STILL WATER RUN DEEP TO ROESILBERN,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
216766,MAYDOWN LOLA SOUDLEYPARK,Female,,,"IKCB33377 (IKC), KC (KC)","May 26, 2022",,AMEDEA EUGENE ELTON,214621.0,ROUNDTHORN OONA,214622.0,63572.0,63572.0,,,GB KC Breed Record Supplement,9/12/2023 7:33:00 AM,MAYDOWN LOLA SOUDLEYPARK,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
216809,FOUR SEASON'S SOUTHERN FIRE,Female,PEACH,V10172450 (AKC),WS80573701 (AKC),"Apr 26, 2023",,SNOWPAW'S TRACKING IN SNOW TO O'DALY,192415.0,FOURSEASON'S SOUTHERN CHARM,155031.0,64144.0,64144.0,,,BG Litter Submission,9/12/2025 6:01:00 PM,FOUR SEASON'S SOUTHERN FIRE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,981020 ...,Normal,Dark Brown,Scissor,,,Normal,
216835,BRAVEHEARTS BRUNO,Male,BRUNO,V10078661 (AKC),WS73605904 (AKC),"May 4, 2021",,BRUNO BRAVEHEART,171931.0,SUNRISE SASHA CHILL,205880.0,64160.0,64160.0,,,BG Dog Submission,4/2/2025 2:06:00 AM,BRAVEHEARTS BRUNO,https://bernergarde.org/DB/photos/Dog/BG216835-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG216835-1.jpeg,output/images/dog_216835_0.jpg|output/images/dog_216835_1.jpg,output/images/dog_216835_0.jpg,,,,,,,,
216902,CERISE'S FRESH WATER SKIPPER,Female,SCOUT,V10113855 (AKC),WS81079805 (AKC),"Jul 5, 2023",,WINTERGREEN'S EVERY SAILOR'S DREAM,152024.0,ENCHANT'S OPERATION NEPTUNE V CERISE,157139.0,64183.0,64183.0,,,BG Dog Submission,11/2/2023 1:33:00 PM,CERISE'S FRESH WATER SKIPPER,https://bernergarde.org/DB/photos/Dog/BG216902-1.jpeg|https://bernergarde.org/DB/photos/Dog/BG216902-1.jpeg,output/images/dog_216902_0.jpg|output/images/dog_216902_1.jpg,output/images/dog_216902_0.jpg,900235 ...,Normal,Dark Brown,,,,,
216940,WCC'S BUFFY THE VAMPIRE SLAYER,Female,BUFFY,V40006906 (AKC),WS80432801 (AKC),"May 12, 2023",,RELY ON ELI VAN'T STOKERYBOS,177463.0,POWDER KEG FARM'S MIDNIGHT SEERESS,153200.0,64195.0,64195.0,,,Owner,3/27/2025 1:14:00 PM,WCC'S BUFFY THE VAMPIRE SLAYER,https://bernergarde.org/DB/photos/Dog/BG216940-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG216940-2.jpeg|https://bernergarde.org/DB/photos/Dog/BG216940-3.jpeg|https://bernergarde.org/DB/photos/Dog/BG216940-1.jpeg,output/images/dog_216940_0.jpg|output/images/dog_216940_1.jpg|output/images/dog_216940_2.jpg|output/images/dog_216940_3.jpg,output/images/dog_216940_0.jpg,981020 ...,Normal,Dark Brown,Scissor,,80,Normal,
216966,DU KALINOUR LA VEDETTE,Male,LA VEDETTE,,JL4093682,"Jun 4, 2021",,DU KALINOUR JACKSON,192518.0,DU KALINOUR DELWEISS BLANCHE,207968.0,64205.0,64205.0,,,BG Dog Submission,9/19/2023 6:32:00 PM,DU KALINOUR LA VEDETTE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
216997,HICKORY'S YOU ONLY LIVE ONCE,Female,YOLO,V10145321 (AKC),"WS80741901 (AKC), FD-LL4334248 (CKC)","Jun 7, 2023",,BERNERBRUKETS YAHOO,120354.0,CREMONA HICKORY'S VON DEN SILBERBÄREN,143467.0,64218.0,64218.0,,,BG Dog Submission,9/22/2023 6:15:00 PM,HICKORY'S YOU ONLY LIVE ONCE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,900235 ...,Normal,Dark Brown,Scissor,,,Normal,
217042,DURA RANGER,Male,,,WS72393609 (AKC),"Apr 15, 2021",,TRI STATES ROCKET,189736.0,SONG BIRD MACY,212128.0,64237.0,64237.0,,,AKC Website,9/25/2023 12:57:00 PM,DURA RANGER,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
217169,IHRIG'S GRACIE MYRTLE,Female,,,WS64252509 (AKC),"Mar 9, 2019",,BRUNO THE CHIEF,228589.0,SHEILA DAWN,216635.0,62814.0,62814.0,,,AKC Website,10/1/2023 6:45:00 AM,IHRIG'S GRACIE MYRTLE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
217170,VULKAN BEST POSITIVE,Male,,V951164 (AKC),WS67472301 (AKC),"Jun 24, 2019",,,,,,64287.0,64287.0,,,AKC Website,10/1/2023 6:55:00 AM,VULKAN BEST POSITIVE,https://bernergarde.org/DB/images/NoPhoto2.jpg,,,,,,,,,,
217209,FLONNIE BERNER VON WEIPERT HOF,Female,,,CMKU/BSP/12773/17/20 (CMKU),"Sep 24, 2017",,STARRY TOWN LARGE AND SWEET,217208.0,AYWA OD BILÉHO JELENA,213360.0,64297.0,64297.0,,,,10/2/2023 5:49:00 AM,FLONNIE BERNER VON WEIPERT HOF,https://bernergarde.org/DB/photos/Dog/BG217209-2.jpg|https://bernergarde.org/DB/photos/Dog/BG217209-2.jpg|https://bernergarde.org/DB/photos/Dog/BG217209-1.jpg,output/images/dog_217209_0.jpg|output/images/dog_217209_1.jpg|output/images/dog_217209_2.jpg,output/images/dog_217209_0.jpg,941000 ...,,,,,,,
